stressor,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
"PCDD/F - non combustion - Pig iron production, blast furnace - air",0.033225466637203875,0.03380469231685819,0.03434383685000305,0.034348735852002515,0.03399603258965387,0.03374311850768919,0.037261821414467766,0.040384242517457196,0.04377047952116277,0.04763669492805644,0.05203640693338575,0.05597371012502231,0.05973507877172343,0.06404385384343865,0.0668432436516833,0.07122893734740457,0.07122930911388851,0.07751826206134398,0.07480388598729186
PCDD/F - non combustion - Secondary aluminium production - air,0.14311222025001055,0.15026783126242152,0.1574234422749658,0.16457905328743466,0.1717346642999159,0.1717346643000523,0.17889027531248397,0.18604588632508715,0.19320149733758613,0.20035710834987824,0.20751271936257312,0.21466833037506208,0.2218239413876026,0.22897955240014398,0.23613516341225776,0.243290774425112,0.25044638543753117,0.0,0.0
PCDD/F - non combustion - Steel production: basic oxygen furnace - air,0.24542910465812706,0.23501704467094492,0.22473729706638007,0.21456935296287402,0.2045007666775619,0.2966128753282321,0.22916918423118463,0.23357711050382135,0.25628707484273716,0.31678078602079235,0.3698669525523849,0.46203006877296593,0.545420567406987,0.4848055849412234,0.2843662379846363,0.5032627089854119,0.6488565045739629,0.7276213731254418,0.6850442238481399
PCDD/F - non combustion - Steel production: electric arc furnace - air,21.3662128935841,20.40723809066211,19.459537000310664,18.520233585820268,17.58718927844639,29.770731205841276,19.924603043184817,18.17380216177519,18.08491509626974,19.2544659033943,19.742321986424795,22.927880626403052,25.796089785673242,24.42510627022292,19.16412054999806,25.920689576112178,29.90541907278463,33.88367109557889,33.198107913500436
PM10 - non combustion - Agglomeration plant - pellets - air,155915612.35752705,143872402.427137,130053208.18661293,119643770.77906783,111616609.21070461,102111447.33282134,97573056.97614856,95978918.0782992,98646572.28554446,99935810.86323768,98418000.5445035,100515524.86107421,106310435.45248273,112132538.95102942,114851743.5164676,118458324.54372942,122966684.21501537,125559063.51644337,115490675.06591749
PM10 - non combustion - Agglomeration plant - sinter - air,983476132.2788979,970672142.0176737,976071676.0030602,963407286.0263401,979227669.8365952,907521492.66451,987454976.6346068,1064399810.6781495,1156250869.562746,1260983116.070775,1367288710.9944165,1449426719.403486,1528574937.6355324,1645939462.2602758,1743188292.0791216,1864052489.123681,1856444563.8379545,2006968090.3079863,1893358010.041961
PM10 - non combustion - Aluminium ores and concentrates (Bauxite) - air,6538437.504658327,6403784.2396153435,6222700.885832184,6720563.938550513,6756619.61337616,7002739.329667224,7076433.957378152,7249653.921830547,7002231.392290511,7199437.770895562,7684511.387543516,7896526.592070246,8270446.322411224,7996241.724665066,7880550.079203137,8076140.336482844,8076140.336476814,8935739.800578302,9233622.495304255
PM10 - non combustion - Bricks production - air,1808641046.2562702,1827379168.6863954,1834923033.2268262,1821083900.5736952,1765603435.056912,1777346592.415775,1770157902.2092319,1733214531.9111617,1714446448.3546143,1734000268.16342,1783711985.1081827,1869305071.5492256,1938076980.6829455,2032822548.4814625,2064522697.7710016,2177262207.1904426,2218805060.087275,2441612532.9216437,2291450260.008721
PM10 - non combustion - Briquettes production - air,1365584.3493683212,1130028.2325976503,1027691.264390613,928842.2231003722,746325.4345029665,677576.551061488,628631.6302606689,622195.0245750609,562768.4482669721,830739.557658375,812184.4179721689,882923.8728156255,830978.1007734623,1143817.6467690484,1496308.9062978658,1607701.8659168396,1379636.689513504,1620722.843002587,1836025.30889954
PM10 - non combustion - Carbon black production - air,3096453.0248986837,3242048.6032243185,3439079.3899235413,3528848.825956911,3551413.6171028917,2964781.6403358863,3691730.2144952444,4284511.377100287,4741343.650479405,5272893.420701288,6005832.441522212,6287114.590362853,6328673.442925504,6457810.943197166,6690365.161079525,6971988.552615889,7070788.877563244,7900789.883909779,7840017.203841345
PM10 - non combustion - Cast iron production (grey iron foundries) - air,281634102.78448325,263324250.29537177,252754131.40104157,216974042.507001,200728434.08563486,229745874.5938207,241972601.88193887,242902624.7427758,239816049.4386831,248385696.143512,271656910.9918811,292967127.40441614,299830176.79201955,316402633.962923,342520636.7100269,381137704.0227576,359326211.33384115,387981445.48176163,370902559.24457747
PM10 - non combustion - Cement production - air,1451949467.2354422,1493000000.0002048,1540000000.0004032,1539999999.9994624,1599999999.9996533,1649999999.9997106,1730000000.0002406,1849999999.999614,2030000000.0001168,2189533202.805241,2349539672.0180516,2619422955.631949,2809337994.821038,2849409350.6897507,3029328431.1018987,3269322764.0703716,3609085758.4729977,4249532948.142536,4494918867.44555
"PM10 - non combustion - Chemical wood pulp, dissolving grades - air",4442641.494924696,4169324.1461045663,5289571.17068209,5154754.915059489,5073431.619362654,5303072.13546536,4437070.3358663265,4093160.9135686974,3844835.5597602604,3320994.854303841,3049363.282820644,3075436.702838697,3059613.41822906,3518456.5141157336,3080802.331938415,3389003.8341080965,3389003.834108083,3504077.6119915377,3420494.330702329
"PM10 - non combustion - Chemical wood pulp, soda and sulphate, other than dissolving grades - air",96989618.36574215,100683795.25500943,100777332.27093695,104366969.40988705,110605360.08874291,104738918.0679465,96141064.94177173,95484903.98366204,90586652.64505005,85973852.96156862,78715752.87756497,77135450.25432992,82567857.60844763,82647243.8408193,77816206.22966015,82687909.4711006,82687909.47113462,83906165.21553126,80791931.71319836
"PM10 - non combustion - Chemical wood pulp, sulphite, other than dissolving grades - air",9719512.506110352,9729214.062183468,10257494.922009641,10033147.008710805,8026942.322893579,8079373.688977899,6134747.836075084,4226593.150493169,3856179.9089154555,3420386.713570582,3951940.723354457,3873781.9502223753,3760718.6920002173,3147005.755905935,2686916.621461931,3021751.8142770356,3021751.8142764326,3037163.4072159086,2895907.917458367
PM10 - non combustion - Chromium ores and concentrates - air,322004.7999305433,306765.35591950844,364982.90585446515,407752.28608479805,503399.00597084983,507839.2219384075,424286.9102281046,552007.9160487299,593776.4958722518,638727.6170975266,680794.7894542895,745982.0063797414,793338.2495918822,822359.7715439704,874660.0821396048,964084.6005638113,964084.6005641681,1168650.369506478,1018554.8121649392
PM10 - non combustion - Copper ores and concentrates - air,692667.4162905202,714042.5068797389,677357.0936388004,699060.2886298782,803196.4635582297,836319.6195660421,819137.9391836227,827025.0504312704,853719.2825251757,919028.4601260985,1006816.130379716,1026277.8718725133,1038507.9888674251,1182171.3471048118,1283741.294669123,1310256.764616529,1310256.7646164757,1395968.472325562,1492864.3276299743
PM10 - non combustion - Fertilizer production (N-fertilizer) - air,135977831.33945784,135389119.3187851,131117075.71397561,133145651.7427137,129284220.95568623,130146332.30173843,126143182.05625868,124598948.57243575,122257215.24925533,124429094.54415672,118466891.79512466,121234097.27795564,119729427.67877577,124481642.94149455,130175710.09057443,132999107.86961465,132999107.86959296,132442584.50297435,114464587.83356285
PM10 - non combustion - Glass production - air,1884728.160846163,1666947.2012241632,1631908.2640939315,1517044.372703361,1229628.343157882,1054851.8080730275,917758.745885144,781363.3088581642,752419.9345050603,719596.258864145,703115.4603013905,666691.8354984017,603656.7621678676,591199.8504200485,511927.93420412525,478794.5379297776,478794.5379297593,518680.81618744857,520561.4506650219
PM10 - non combustion - Gold ores and concentrates - air,82.8012415527914,85.39883564694598,91.3907388020001,93.92135594990188,91.72713752962224,93.7935502157555,94.48611044478008,88.79933853188044,89.22545044698163,82.92918412726675,87.85963543005103,86.39468981266566,83.1329704744387,80.462889044229,82.8897178726979,84.30006991062838,84.30006991064832,95.16573701746522,89.41981058900669
PM10 - non combustion - Iron ores and concentrates - air,37350424.2053697,38569803.81736354,40169428.443931855,39367447.04211807,38367325.6514414,40980660.54399149,40847764.15220123,42710584.94195302,47295843.98239121,52742058.80300315,62026264.35347261,75873884.78368305,84952886.3352214,87667478.48661026,87557944.60716219,102146883.33050306,111485695.95093279,117830195.69737537,113955202.2240515
PM10 - non combustion - Lead ores and concentrates - air,209047.51523913338,246852.01550419207,276700.1671555025,185737.71207954266,383559.8857937001,417081.2285650557,431228.7382895733,441627.0452459068,447874.3379842629,441324.8806120944,463003.13303585147,518326.3828010876,562031.8593492837,587163.0897227749,612877.8021095983,641279.250157677,641279.2501581319,701563.98591794,608736.8393780278
PM10 - non combustion - Lime production - air,303656033.09080034,302065575.79232925,300476457.5403388,298888645.37838054,297302107.42184496,282826875.0813168,276521116.2865406,270215357.4928149,263909598.69803622,273187912.2719541,282231491.3034034,292070885.19814694,299799224.28204286,318371880.19071454,297483650.6313112,314794221.39316946,326201677.1460057,392606381.15797067,431287315.6863996
PM10 - non combustion - Mining of antracite - air,1158648.8937998062,944502.9664235142,985549.0147961708,986164.5487940824,910833.2004123469,1084626.4950001047,1141550.4607022998,1279744.8804612888,1341012.7614372724,2149805.576320924,2696117.6574999825,2930473.2085007206,2941105.6314996514,2684219.5085001145,2846350.334999031,3118686.4779998483,3531601.056498582,3813161.1664146124,3454759.146772762
PM10 - non combustion - Mining of bituminous coal - air,112189979.84657241,112748765.81565814,110544273.43224148,107490695.03019275,103812337.99515341,106033242.48802693,110844328.69018297,111123486.06403385,119846871.13112573,128107341.88447438,135267569.3174321,142915375.40906924,148717827.35949364,153597452.51448348,158053848.443528,166094820.3089384,177222105.461088,195664349.00106028,200985429.13618907
PM10 - non combustion - Mining of coking coal - air,22999138.650099535,21836860.4255694,21461421.93424366,19830207.206939865,18882197.64228218,18393508.83150506,18183303.994156066,17529558.72617801,18927918.06278967,21226480.441849474,23406519.72145881,25071617.40597268,26447430.85645718,27460393.083494585,28191725.610547855,32522007.940956324,34832274.99703007,38740272.187707536,35517988.971493825
PM10 - non combustion - Mining of lignite (brown coal) - air,29791713.570835643,29351967.182647567,30274182.94398892,31037364.567035295,31310095.890851986,34122298.79686777,34467575.32737073,34213110.53121207,34341732.21339658,34574393.94111824,35145636.30607188,34761020.19247175,34944202.842456535,34880152.49024909,34141987.60603919,34984630.12238309,37737054.710668154,41870172.42545911,47198566.836523466
PM10 - non combustion - Mining of sub-bituminous coal - air,18214391.924285844,18310238.13681437,17970627.194924906,19023678.818924002,19334560.622196138,18916095.32546371,19434709.508894995,18887422.549939577,18388272.448947754,18536159.54894749,18338075.823007423,20227917.67003447,20946608.625541076,21734123.228983227,21513023.204474278,22519497.940948017,22369145.178002764,20061555.87439322,17382723.581892796
PM10 - non combustion - Molybdenum ores and concentrates - air,6600.482890363886,6217.6519903845365,6842.450341905467,6693.6909145442805,6323.164504833345,6672.0863428771845,6647.216954989789,6490.911837444094,6723.356410569917,7500.525619445864,8374.043087386106,8370.741875515732,7900.657843271184,8124.820938637961,8629.468712175589,9404.087344162399,9404.087344170985,9133.38890844968,8922.395122780432
PM10 - non combustion - N- fertilizer production - air,5563520.668823472,5911301.732289666,5698361.534912021,5877389.049932855,6164011.284041019,6258816.17000872,6357797.114460528,6601300.609465164,6750500.538751073,7403195.159033673,7927799.312120253,8030981.036342482,8413499.629891993,8500061.219567835,8724784.304970765,8789852.272668652,8789852.272666529,9825417.841485072,9718012.394530063
PM10 - non combustion - Nickel ores and concentrates - air,58499.69085681204,59993.188294428925,68555.39065620097,74250.26024354938,179033.00271258896,200697.82321941218,225950.83291503563,252111.74089186368,243507.87199620897,152490.27091453047,229006.0182311642,331578.63552817365,609823.6506746911,513240.68974387186,620415.6140525765,835939.6333087187,835939.633308561,938977.9471966131,854440.5686396942
"PM10 - non combustion - Nickel, unwrought - air",198494.55623261025,212501.4683722631,221641.16444478388,230811.392329326,232216.84051429466,247971.28338384212,287462.7742813388,289776.0264530139,296166.65476642014,346805.0872858351,353705.7120238314,386125.48807612446,405788.99715458555,422547.0491269067,470726.71041515266,481996.34767011326,481996.34766988945,501034.1666067115,476501.64879335236
